username,retweet_count,reply_count,like_count,quote_count,url,text,created_at,id,conversation_id
Casket_News,12,1,11,2,https://www.saltwire.com/news/local/more-nova-scotia-connections-to-jetliner-crash-in-iran-emerging-396178/?utm_medium=social&utm_source=twitter_Casket_News,"As hearts are breaking here on the East Coasts for those who died in yesterday's plane crash in Iran, Prime Minister Trudeau said this afternoon ""evidence indicates that the plane was shot down by an Iranian surface-to-air missile..."" https://t.co/DlnKGBorKC https://t.co/RYtDsUesGk",2020-01-09T21:46:24.000Z,1215389385136529409,1215389385136529409
Casket_News,0,0,0,0,https://www.saltwire.com/news/local/more-nova-scotia-connections-to-jetliner-crash-in-iran-emerging-396178/?utm_medium=social&utm_source=twitter_Casket_News,"As hearts are breaking here on the East Coasts for those who died in yesterday's plane crash in Iran, Prime Minister Trudeau said this afternoon ""evidence indicates that the plane was shot down by an Iranian surface-to-air missile..."" https://t.co/DlnKGBorKC https://t.co/zDIylFQZvE",2020-01-09T21:46:16.000Z,1215389348977434626,1215389348977434626
Casket_News,0,0,0,0,https://buff.ly/35JFoDc,"Dillan Tate and Calen Kinney enjoying life as Stanfields
https://t.co/uK2koEWGo9 https://t.co/LNeuQPY5wn",2019-10-23T15:45:02.000Z,1187032188027572224,1187032188027572224
Casket_News,0,0,0,0,https://buff.ly/32vaiNO,"VIDEO: Budhoo scores twice in Cape Breton Capers win over X-Men Friday
https://t.co/uYhScN0P5k https://t.co/EDm1SS7HiR",2019-10-23T13:05:01.000Z,1186991920138113025,1186991920138113025
Casket_News,0,0,0,0,https://buff.ly/2Mxlunp,"VIDEO: X-Women score two goals in second half to beat Capers in Sydney
https://t.co/eueXagw1U3 https://t.co/UXQUK34haA",2019-10-22T21:45:04.000Z,1186760405177249792,1186760405177249792
Casket_News,0,0,0,0,https://buff.ly/2MVtiOM,"Hospital Help Day to hit the airwaves Oct. 30
https://t.co/MNNpQPpIRr https://t.co/sU8HhwYQaB",2019-10-22T18:05:01.000Z,1186705027982938113,1186705027982938113
Casket_News,3,0,10,0,https://buff.ly/2qxsM23,"Linda MacDonald receives inaugural Xaverian Spirit Award
https://t.co/mKLqosQfDl https://t.co/R53wMLjYfR",2019-10-22T15:45:02.000Z,1186669802015866882,1186669802015866882
Casket_News,0,0,4,0,https://buff.ly/2MxKhYp,"Antigonish County council honours MacLellan for commitment to agriculture
https://t.co/VU6ct3koey https://t.co/XraawNc1CQ",2019-10-22T13:05:03.000Z,1186629540967309312,1186629540967309312
Casket_News,11,0,0,0,https://www.saltwire.com/federal-election/liberals-maintain-bulk-of-atlantic-canadian-seats-conservatives-win-back-strongholds-366407/,"RT @SaltWireNetwork: Liberals maintain bulk of Atlantic Canadian seats, Conservatives win back strongholds  https://t.co/pUIq7tGMS3 #Inform…",2019-10-22T03:35:39.000Z,1186486244324368384,1186486244324368384
Casket_News,11,0,6,0,https://www.saltwire.com/federal-election/live-liberals-holding-most-east-coast-seats-riding-by-riding-election-results-here-366353/?utm_medium=social&utm_source=twitter_Casket_News,It's looking like the Liberals will have the most seats in the next Parliament. Check the most recent results here:  https://t.co/NldiN2Ps6u #InformTheVote #elxn43 #cdnpoli,2019-10-22T02:43:43.000Z,1186473178345988096,1186473178345988096
SSBreaker,0,0,0,0,https://www.saltwire.com/lifestyles/local-lifestyles/joel-plaskett-to-release-conceptual-project-44-in-april-423852/,"Joel Plaskett to release conceptual project, 44, in April https://t.co/5w2EBym1Qh",2020-03-14T21:42:06.000Z,1238943513536012290,1238943513536012290
SSBreaker,0,0,1,0,https://www.saltwire.com/opinion/local-perspectives/grant-frost-closing-nova-scotia-schools-simplest-solution-to-slew-of-covid-19-problems-424183/,GRANT FROST:  Closing Nova Scotia schools simplest solution to slew of COVID-19 problems https://t.co/mVBpMLRpM6,2020-03-14T15:43:05.000Z,1238853160984346624,1238853160984346624
SSBreaker,0,0,0,0,https://www.saltwire.com/opinion/local-perspectives/jim-vibert-nova-scotia-escapes-muskrat-falls-fallout-423994/,JIM VIBERT: Nova Scotia escapes Muskrat Falls fallout https://t.co/lx75xWfyK9,2020-03-14T12:20:09.000Z,1238802091596042241,1238802091596042241
SSBreaker,0,0,0,0,https://www.saltwire.com/opinion/local-perspectives/john-demont-visiting-the-vulnerable-an-exercise-in-compassion-and-vigilance-424137/,JOHN DeMONT: Visiting the vulnerable — an exercise in compassion and vigilance https://t.co/skLzv4ecKW,2020-03-14T11:33:05.000Z,1238790248345284610,1238790248345284610
SSBreaker,3,0,0,0,https://www.saltwire.com/opinion/local-perspectives/jason-edwards-denying-paid-sick-days-is-callous-disregard-for-nova-scotian-workers-424132/,JASON EDWARDS: Denying paid sick days is callous disregard for Nova Scotian workers https://t.co/VH0FrTNC9d,2020-03-14T10:46:05.000Z,1238778418994524163,1238778418994524163
SSBreaker,0,0,0,0,https://www.saltwire.com/opinion/local-perspectives/dr-gus-grant-doctors-freed-up-to-fight-coronavirus-423868/,DR. GUS GRANT: Doctors freed up to fight coronavirus https://t.co/RoPqSbdC3P,2020-03-14T09:59:06.000Z,1238766597390680064,1238766597390680064
SSBreaker,0,0,0,0,https://www.saltwire.com/opinion/local-perspectives/gail-lethbridge-pandemic-protocol-keep-calm-and-carry-on-423559/,GAIL LETHBRIDGE: Pandemic protocol — keep calm and carry on https://t.co/NMP4BcaOGl,2020-03-14T09:12:06.000Z,1238754767565926400,1238754767565926400
SSBreaker,1,0,0,0,https://www.saltwire.com/business/regional-business/amherst-companys-soft-yet-firm-pillows-enjoying-solid-growth-across-canada-423216/,"Amherst company's soft, yet firm pillows enjoying solid growth across Canada https://t.co/IPgkOpnVvc",2020-03-13T21:44:06.000Z,1238581626969501697,1238581626969501697
SSBreaker,0,0,0,0,https://www.saltwire.com/news/local/update-canadians-urged-to-avoid-international-travel-large-events-ottawa-promises-significant-stimulus-package-423865/,"UPDATE: Canadians urged to avoid international travel, large events; Ottawa promises 'significant' stimulus package https://t.co/MfLaD7jB5n",2020-03-13T20:57:06.000Z,1238569801380962305,1238569801380962305
SSBreaker,0,0,0,0,https://www.saltwire.com/business/local-business/covid-19-lobster-fishery-temporary-shutdown-proposed-for-lfas-33-and-34-due-to-collapse-of-markets-423652/,COVID-19: Lobster fishery temporary shutdown proposed for LFAs 33 and 34 due to 'collapse' of markets https://t.co/B3YbStUN3V,2020-03-13T19:10:11.000Z,1238542891859001348,1238542891859001348
trurodaily,0,0,0,0,https://www.saltwire.com/nova-scotia/news/portapique-community-hall-project-hitting-new-phases-100752942/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1657728408,Portapique Community Hall project hitting new phases | SaltWire https://t.co/KXafV0i5hy,2022-07-13T16:18:11.000Z,1547254071148560384,1547254071148560384
trurodaily,0,0,0,0,https://www.saltwire.com/atlantic-canada/weather/atlantic-regional-weather-forecast-july-13-2022-100629371/,"Your short-term weather forecast in Nova Scotia for July 13, 2022
https://t.co/mSDJB7TMZb https://t.co/Gr9vljvP3T",2022-07-13T15:01:12.000Z,1547234698384052229,1547234698384052229
trurodaily,0,0,0,0,https://www.saltwire.com/atlantic-canada/news/thinking-out-loud-with-sheldon-macleod-zach-churchill-takes-the-helm-100752647/,"Over the weekend, Yarmouth MLA Zach Churchill was chosen to be the new leader of the Nova Scotia Liberal Party. And while he was quick to congratulate the other candidate, he's coming out swinging against the Tim Houston Progressive Conservatives. https://t.co/9xgxNvj5ki https://t.co/D8QRuLRWsZ",2022-07-13T13:16:43.000Z,1547208400643170304,1547208400643170304
trurodaily,0,0,0,0,https://www.saltwire.com/atlantic-canada/weather/atlantic-regional-weather-forecast-july-13-2022-100629371/?utm_medium=Social&utm_source=Twitter#Echobox=1657715158-19,A warm and humid Wednesday is on the way for much of Atlantic Canada.  https://t.co/hfmF73hbpx https://t.co/gDMdiZ0jeI,2022-07-13T12:31:42.000Z,1547197072918683654,1547197072918683654
trurodaily,0,0,1,0,https://www.saltwire.com/atlantic-canada/weather/weather-photo-dissipating-storm-clouds-in-whiteway-nl-100752564/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1657704240,"WEATHER PHOTO: Dissipating storm clouds in Whiteway, N.L. | SaltWire https://t.co/3GPcbBlaqu",2022-07-13T10:22:43.000Z,1547164614118572034,1547164614118572034
trurodaily,0,0,0,0,https://www.saltwire.com/atlantic-canada/weather/ask-allister-what-causes-dramatic-sunrises-and-sunsets-100752566/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1657703986,ASK ALLISTER: What causes dramatic sunrises and sunsets? | SaltWire https://t.co/LwGaclEMmL,2022-07-13T09:21:17.000Z,1547149155075854336,1547149155075854336
trurodaily,0,0,0,0,https://www.saltwire.com/nova-scotia/news/kings-and-west-hants-court-report-july-12-2022-100752486/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1657644732,"Kings and West Hants court report: July 12, 2022 | SaltWire https://t.co/6T26l1UD6O",2022-07-12T22:34:06.000Z,1546986286313005058,1546986286313005058
trurodaily,0,0,1,0,https://www.saltwire.com/halifax/opinion/my-take-with-sheldon-macleod-a-history-of-violence-100752503/,"As we're learning at the Mass Casualty Commission, there's a pattern of behaviour. But it's neither an explanation or an excuse for the hurt caused to so many. https://t.co/FWAtgwKoBz https://t.co/ia0Ri1PGAn",2022-07-12T21:16:20.000Z,1546966712372846593,1546966712372846593
trurodaily,0,0,0,0,https://www.saltwire.com/halifax/news/nova-scotia-to-add-200-nurse-training-seats-amid-staffing-shortage-100752475/,Nova Scotia will add 200 nurse training seats amid a staffing crunch that has overwhelmed the province's health system. https://t.co/0ilbYBgPLq https://t.co/1xmMHGdqsB,2022-07-12T20:18:45.000Z,1546952224005390337,1546952224005390337
trurodaily,0,0,0,0,https://www.saltwire.com/nova-scotia/news/it-was-a-challenge-but-i-knew-i-could-do-it-amherst-teen-has-gone-from-refugee-to-citizen-to-high-school-grad-100752319/?utm_medium=Social&utm_source=Twitter#Echobox=1657634347-5,"While finishing her high school education and attending college may have seemed like an impossible dream for Aya Latif six years ago, she’s proof anything is possible. https://t.co/YpglL5G8Pq",2022-07-12T19:34:16.000Z,1546941027637944323,1546941027637944323
TC_Vanguard,0,0,0,0,http://www.digbycourier.ca/News/Local/40th-Anniversary%3A-Groundhog-Day-Storm-of-1976-2302/content/1,Coverage of the 40th anniversary of the Groundhog Day storm anchors our first edition. https://t.co/7PaZCx2N94 https://t.co/8GzRpqYgDb,2016-02-02T16:12:22.000Z,694553958271053824,694553958271053824
TC_Vanguard,0,0,0,0,https://twitter.com/TC_Vanguard/status/694552516923625472/photo/1,"We're here! A new print publication for Digby, Yarmouth and Shelburne counties. https://t.co/SMQjd7BI3A",2016-02-02T16:06:38.000Z,694552516923625472,694552516923625472
JournalPEI,0,0,0,0,https://www.saltwire.com/atlantic-canada/weather/atlantic-regional-weather-forecast-july-13-2022-100629371/,"Your short-term weather forecast in Prince Edward Island for July 13, 2022
https://t.co/pia5o2e1RA https://t.co/p6z75f295g",2022-07-13T15:41:50.000Z,1547244923946237952,1547244923946237952
JournalPEI,2,1,2,0,https://www.saltwire.com/prince-edward-island/news/arlington-pei-farmer-battling-potato-beetles-with-modern-twist-on-old-invention-100752115/?utm_medium=Social&utm_source=Twitter#Echobox=1657722551-1,"A P.E.I. farmer got creative after his 2021 crop was decimated by Colorado potato beetles. He built a machine inspired by one invented in the 1890s. Towed behind a tractor, it sweeps bugs from the plant and deposits them into a container for easy disposal. https://t.co/50VMWV2vOG",2022-07-13T14:35:12.000Z,1547228152212213764,1547228152212213764
JournalPEI,0,0,0,0,https://www.saltwire.com/prince-edward-island/lifestyles/confederation-centre-of-the-arts-granted-viceregal-patronage-by-governor-general-100752875/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1657720010,Confederation Centre of the Arts granted viceregal patronage by Governor General | SaltWire https://t.co/3AICuliOhS,2022-07-13T13:47:59.000Z,1547216271183421441,1547216271183421441
JournalPEI,0,0,0,0,https://www.saltwire.com/atlantic-canada/weather/atlantic-regional-weather-forecast-july-13-2022-100629371/?utm_medium=Social&utm_source=Twitter#Echobox=1657715158-15,A warm and humid Wednesday is on the way for much of Atlantic Canada.  https://t.co/3FERdy3TDa https://t.co/wXmqkIazOF,2022-07-13T12:34:44.000Z,1547197836009345024,1547197836009345024
JournalPEI,0,0,0,0,https://www.saltwire.com/prince-edward-island/news/treaty-fisherys-first-season-deemed-a-success-for-lennox-island-young-indigenous-fishers-100752608/?utm_medium=Social&utm_source=Twitter#Echobox=1657711551-1,"ICYMI: “It was great, and the real great part of it was we had three young people in our community who were out there fishing and making a living. They were very happy about it,” said Chief Darlene Bernard. https://t.co/613UVUXSAw",2022-07-13T11:37:51.000Z,1547183523399966722,1547183523399966722
JournalPEI,1,0,2,3,https://www.saltwire.com/prince-edward-island/news/covid-19-outbreak-declared-at-prince-county-hospital-summerset-manor-100752663/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1657709120,"COVID-19 outbreak declared at Prince County Hospital, Summerset Manor | SaltWire https://t.co/vVI9hW5Wgi",2022-07-13T10:54:49.000Z,1547172691987267586,1547172691987267586
JournalPEI,0,0,0,0,https://www.saltwire.com/prince-edward-island/news/remove-dfo-from-first-nations-fisheries-negotiations-says-senate-report-100752659/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1657707328,"""In my opinion, DFO should never have been able to manage it in the first place. Their job is to manage the species and conservation and so on. They have no authority to negotiate,” said P.E.I. Senator Brian Francis. https://t.co/kIPZ8TnJxl",2022-07-13T10:22:47.000Z,1547164630497329152,1547164630497329152
JournalPEI,0,0,0,0,https://www.saltwire.com/atlantic-canada/weather/ask-allister-what-causes-dramatic-sunrises-and-sunsets-100752566/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1657703992,ASK ALLISTER: What causes dramatic sunrises and sunsets? | SaltWire https://t.co/Plz6tCZtl3,2022-07-13T09:21:18.000Z,1547149156673880064,1547149156673880064
JournalPEI,0,0,0,0,https://www.saltwire.com/atlantic-canada/weather/weather-photo-dissipating-storm-clouds-in-whiteway-nl-100752564/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1657703640,"WEATHER PHOTO: Dissipating storm clouds in Whiteway, N.L. | SaltWire https://t.co/xYOG5N1Tog",2022-07-13T09:19:50.000Z,1547148787629555712,1547148787629555712
JournalPEI,0,0,0,0,https://www.saltwire.com/prince-edward-island/news/finalists-announced-for-business-pitch-competition-for-pei-women-entrepreneurs-100752702/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1657680058,Finalists announced for business pitch competition for P.E.I. women entrepreneurs | SaltWire https://t.co/bEr7pRo8S2,2022-07-13T02:54:21.000Z,1547051776796508166,1547051776796508166
SaltWireNetwork,0,0,0,0,https://www.saltwire.com/newfoundland-labrador/news/local/horse-dead-following-multi-vehicle-crash-on-veterans-memorial-highway-100752854/?utm_medium=Social&utm_source=Twitter#Echobox=1657729871-3,"Shortly before midnight, Harbour Grace RCMP responded to the scene of the crash and found two vehicles had minor contact with the animal and sustained minor damages. https://t.co/zS7N3m0Z9T",2022-07-13T16:31:11.000Z,1547257341950689282,1547257341950689282
SaltWireNetwork,0,0,0,0,https://www.saltwire.com/atlantic-canada/weather/atlantic-regional-weather-forecast-july-13-2022-100629371/,"Your national weather forecast in Canada for July 13, 2022
https://t.co/SetUYnErSr https://t.co/DjMYGcGBZ0",2022-07-13T16:23:38.000Z,1547255441901625346,1547255441901625346
SaltWireNetwork,0,0,0,0,https://www.saltwire.com/atlantic-canada/weather/atlantic-regional-weather-forecast-july-13-2022-100629371/,"Your short-term weather forecast in Prince Edward Island for July 13, 2022
https://t.co/SetUYnErSr https://t.co/6OItVI2iEO",2022-07-13T15:57:58.000Z,1547248983772463106,1547248983772463106
SaltWireNetwork,0,0,0,0,https://www.saltwire.com/newfoundland-labrador/business/taking-the-leap-newfoundland-home-based-bath-product-business-moves-into-a-retail-location-100752643/?utm_medium=Social&utm_source=Twitter#Echobox=1657706577-1,"After telling her the home-based business brings a lot of peace, Tash Aylward’s ill grandmother said “Go with it. You only live once.”

“So when she died, I put in my notice at work and yeah, we took that leap,” Aylward said.

https://t.co/7Sx7oZg9en",2022-07-13T15:31:22.000Z,1547242287637446657,1547242287637446657
SaltWireNetwork,0,0,0,0,https://www.saltwire.com/atlantic-canada/weather/atlantic-regional-weather-forecast-july-13-2022-100629371/,"Your short-term weather forecast in Nova Scotia for July 13, 2022
https://t.co/SetUYnErSr https://t.co/lZzTX6Orsw",2022-07-13T15:01:01.000Z,1547234651403689985,1547234651403689985
SaltWireNetwork,0,0,0,0,https://www.saltwire.com/newfoundland-labrador/business/bank-of-canada-seen-set-for-jumbo-75-bp-rate-hike-as-inflation-bites-100752740/?utm_medium=Social&utm_source=Twitter#Echobox=1657723977-3,"""With the economy clearly in excess demand, inflation high and broadening, and more businesses and consumers expecting high inflation to persist for longer, the Governing Council decided to front-load the path to higher interest rates,"" the bank said. 

https://t.co/eItdnXCHr4",2022-07-13T14:52:57.000Z,1547232622002294784,1547232622002294784
SaltWireNetwork,0,0,0,0,https://www.saltwire.com/newfoundland-labrador/news/watch-chief-medical-officer-of-health-is-live-to-discuss-covid-19-booster-shot-eligibility-100752896/?utm_medium=Social&utm_source=Twitter#Echobox=1657722661-3,WATCH: Chief Medical Officer of Health is live to discuss COVID-19 booster shot eligibility https://t.co/RHdOfn6xD5,2022-07-13T14:31:01.000Z,1547227098393313281,1547227098393313281
SaltWireNetwork,0,0,0,0,https://www.saltwire.com/nova-scotia/news/kings-and-west-hants-court-report-july-12-2022-100752486/?utm_medium=Social&utm_source=Twitter#Echobox=1657717766-3,Here is the latest court report for Kings and West Hants counties. https://t.co/cdbKSYfw9i,2022-07-13T14:25:11.000Z,1547225633251622912,1547225633251622912
SaltWireNetwork,0,0,0,0,https://www.saltwire.com/prince-edward-island/lifestyles/confederation-centre-of-the-arts-granted-viceregal-patronage-by-governor-general-100752875/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1657720160,Confederation Centre of the Arts granted viceregal patronage by Governor General | SaltWire https://t.co/B8Fiw3U6LR,2022-07-13T14:10:28.000Z,1547221928527659009,1547221928527659009
SaltWireNetwork,0,0,0,0,https://www.saltwire.com/atlantic-canada/weather/atlantic-regional-weather-forecast-july-13-2022-100629371/?utm_medium=Social&utm_source=Twitter#Echobox=1657715158-17,A warm and humid Wednesday is on the way for much of Atlantic Canada.  https://t.co/OOJWRw33FQ https://t.co/bJBDRZMn2r,2022-07-13T13:52:24.000Z,1547217382766174215,1547217382766174215
SaltWireToday,1,0,0,0,https://www.saltwire.com/halifax/news/two-halifax-based-warships-returning-from-nato-mission-in-europe-100752905/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1657727497,Two Halifax-based warships returning from NATO mission in Europe | SaltWire https://t.co/jcsKTz8ypf,2022-07-13T15:57:46.000Z,1547248933667233793,1547248933667233793
SaltWireToday,0,0,0,0,https://www.saltwire.com/halifax/news/two-dead-after-separate-western-nova-scotia-crashes-100752682/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1657723335,Two dead after separate western Nova Scotia crashes | SaltWire https://t.co/IobRzS7k3g,2022-07-13T14:49:36.000Z,1547231778431188993,1547231778431188993
SaltWireToday,0,0,0,0,https://www.saltwire.com/atlantic-canada/weather/atlantic-regional-weather-forecast-july-13-2022-100629371/?utm_medium=Social&utm_source=Twitter#Echobox=1657715158-21,A warm and humid Wednesday is on the way for much of Atlantic Canada.  https://t.co/hrkWx60M1M https://t.co/RmYOzKWJJR,2022-07-13T13:09:11.000Z,1547206506789191680,1547206506789191680
SaltWireToday,1,0,1,0,https://www.saltwire.com/halifax/news/john-demont-zach-churchills-uphill-battle-begins-100752687/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1657710253,JOHN DeMONT: Zach Churchill’s uphill battle begins | SaltWire https://t.co/U6GOTSKAjA,2022-07-13T11:55:10.000Z,1547187879444713473,1547187879444713473
SaltWireToday,1,0,0,0,https://www.saltwire.com/nova-scotia/weather/ask-allister-what-causes-dramatic-sunrises-and-sunsets-100752566/,RT @allistercanada: ASK ALLISTER: What causes dramatic sunrises and sunsets? https://t.co/NpK8wWak4O #AskAllister,2022-07-13T11:45:17.000Z,1547185393510109189,1547185393510109189
SaltWireToday,0,0,0,0,https://www.saltwire.com/atlantic-canada/weather/weather-photo-dissipating-storm-clouds-in-whiteway-nl-100752564/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1657703307,"WEATHER PHOTO: Dissipating storm clouds in Whiteway, N.L. | SaltWire https://t.co/RQDGBAfScJ",2022-07-13T10:13:01.000Z,1547162171976581120,1547162171976581120
SaltWireToday,0,0,0,0,https://www.saltwire.com/atlantic-canada/weather/ask-allister-what-causes-dramatic-sunrises-and-sunsets-100752566/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1657703988,ASK ALLISTER: What causes dramatic sunrises and sunsets? | SaltWire https://t.co/uaIRtL6DD3,2022-07-13T09:21:18.000Z,1547149156828995584,1547149156828995584
SaltWireToday,1,0,0,0,https://www.saltwire.com/halifax/news/yarmouth-couple-charlie-annie-muise-both-100-celebrating-80th-wedding-anniversary-100752200/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1657664855,"Yarmouth couple Charlie &amp; Annie Muise, both 100, celebrating 80th wedding anniversary | SaltWire https://t.co/2v9RE4rbBs",2022-07-13T02:43:09.000Z,1547048960388481025,1547048960388481025
SaltWireToday,0,0,0,0,https://www.saltwire.com/halifax/news/extra-28-million-for-halifax-library-renovation-100752610/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1657664855,Extra $2.8 million for Halifax library renovation | SaltWire https://t.co/qyJ2yEapDr,2022-07-13T01:52:00.000Z,1547036086333050881,1547036086333050881
SaltWireToday,0,0,0,0,https://www.saltwire.com/halifax/news/halifax-issues-stop-work-order-at-dalhousie-owned-house-100752204/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1657658537,Halifax issues stop-work order at Dalhousie-owned house | SaltWire https://t.co/k17vHUzz5d,2022-07-13T01:07:06.000Z,1547024789579104257,1547024789579104257
